scenario,iteration,algorithm,assignments,cell_loads,vulnerabilities
High Mobility,3,baseline,"[2, 2, 0, 1, 1, 2, 1, 0, 0, 0, 1, 1, 1, 2, 2, 0, 2, 1, 0, 1, 2, 0, 0, 1, 2, 2, 1, 1, 0, 0]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,4,baseline,"[2, 1, 0, 2, 1, 2, 1, 0, 1, 0, 0, 1, 2, 1, 2, 1, 2, 0, 0, 0, 2, 0, 1, 1, 2, 2, 1, 1, 0, 0]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.08']"
High Mobility,5,baseline,"[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 2, 1, 2, 0, 0, 2, 0, 1, 2, 0, 1, 1, 2, 2, 2, 0, 0, 0]","[0.43333333333333335, 0.3333333333333333, 0.23333333333333334]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,6,baseline,"[2, 1, 0, 2, 0, 0, 0, 0, 0, 2, 1, 1, 2, 1, 2, 0, 0, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 0, 0, 2]","[0.3333333333333333, 0.26666666666666666, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.13']"
High Mobility,7,baseline,"[2, 1, 0, 2, 0, 2, 1, 0, 0, 0, 1, 1, 1, 2, 1, 0, 0, 2, 2, 2, 1, 0, 1, 2, 2, 2, 1, 0, 0, 2]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.07']"
High Mobility,8,baseline,"[2, 1, 0, 0, 0, 0, 1, 0, 2, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0, 1, 2, 0, 1, 1, 2, 2, 2, 0, 0, 1]","[0.4666666666666667, 0.3, 0.23333333333333334]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.10']"
High Mobility,9,baseline,"[1, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 2, 0, 1, 2, 2, 2, 1, 0, 2, 1]","[0.43333333333333335, 0.3333333333333333, 0.23333333333333334]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,10,baseline,"[2, 1, 0, 0, 1, 2, 1, 0, 0, 0, 1, 1, 0, 2, 0, 0, 2, 1, 2, 1, 2, 0, 1, 1, 2, 2, 1, 0, 0, 0]","[0.4, 0.3333333333333333, 0.26666666666666666]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.27']"
High Mobility,11,baseline,"[2, 1, 0, 2, 0, 2, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 2, 2, 2, 2, 0, 1, 2, 2, 2, 1, 0, 0, 2]","[0.43333333333333335, 0.16666666666666666, 0.4]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.10']"
High Mobility,12,baseline,"[2, 1, 0, 2, 1, 2, 0, 2, 1, 0, 1, 2, 1, 0, 0, 0, 0, 2, 2, 0, 2, 0, 1, 2, 2, 2, 1, 0, 0, 2]","[0.36666666666666664, 0.23333333333333334, 0.4]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.08']"
High Mobility,13,baseline,"[2, 2, 0, 0, 1, 2, 2, 0, 1, 0, 1, 2, 1, 2, 1, 0, 0, 1, 2, 2, 2, 1, 1, 2, 2, 2, 2, 0, 2, 2]","[0.23333333333333334, 0.26666666666666666, 0.5]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.06']"
High Mobility,14,baseline,"[2, 1, 0, 2, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 2, 2, 1, 2, 0, 1, 2, 2, 2, 2, 0, 0, 0]","[0.4, 0.3, 0.3]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,15,baseline,"[1, 0, 0, 2, 1, 2, 2, 1, 1, 0, 2, 2, 2, 2, 0, 0, 0, 2, 2, 1, 2, 0, 1, 2, 2, 2, 2, 0, 0, 0]","[0.3333333333333333, 0.2, 0.4666666666666667]","['Ping-Pong: 6 UEs', 'QoS Violation: Avg High Prio SINR = 4.20 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.05']"
High Mobility,16,baseline,"[0, 1, 0, 2, 2, 2, 1, 0, 1, 0, 1, 1, 2, 2, 0, 0, 0, 2, 2, 1, 2, 0, 1, 2, 2, 2, 1, 0, 0, 2]","[0.3333333333333333, 0.26666666666666666, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.11']"
High Mobility,17,baseline,"[1, 1, 0, 2, 1, 0, 1, 0, 1, 1, 0, 1, 1, 2, 2, 1, 0, 2, 2, 1, 0, 0, 1, 2, 2, 2, 1, 0, 0, 2]","[0.3, 0.4, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.08']"
High Mobility,18,baseline,"[1, 1, 2, 2, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 2, 2, 2, 0, 2, 0, 1, 2, 2, 2, 2, 1, 0, 0]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 5 UEs', 'QoS Violation: Avg High Prio SINR = 4.62 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Mobility,19,baseline,"[1, 1, 0, 0, 0, 2, 1, 0, 2, 0, 0, 2, 1, 2, 2, 0, 0, 2, 2, 1, 0, 0, 1, 2, 2, 0, 2, 0, 0, 2]","[0.43333333333333335, 0.2, 0.36666666666666664]","['Ping-Pong: 9 UEs', 'Unfairness: Jain Index = 0.12']"
High Mobility,20,baseline,"[0, 0, 0, 1, 0, 2, 1, 0, 1, 0, 0, 1, 1, 2, 2, 0, 0, 0, 2, 1, 1, 0, 1, 2, 1, 2, 2, 0, 0, 2]","[0.43333333333333335, 0.3, 0.26666666666666666]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.15']"
High Mobility,21,baseline,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 2, 2, 2, 0, 0, 2, 1, 2, 0, 1, 2, 2, 2, 2, 0, 1, 2]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.75 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.30']"
High Mobility,22,baseline,"[2, 1, 0, 0, 0, 2, 1, 0, 2, 0, 2, 1, 1, 2, 2, 0, 0, 2, 2, 1, 2, 0, 1, 2, 0, 2, 2, 0, 0, 2]","[0.36666666666666664, 0.2, 0.43333333333333335]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.22']"
High Mobility,23,baseline,"[2, 1, 0, 2, 2, 2, 1, 2, 1, 0, 0, 1, 1, 0, 2, 2, 0, 2, 0, 1, 1, 0, 2, 2, 2, 2, 2, 0, 2, 2]","[0.26666666666666666, 0.23333333333333334, 0.5]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.06']"
High Mobility,24,baseline,"[1, 1, 0, 2, 0, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 2, 1, 2, 0, 1, 2, 2, 2, 2, 0, 0, 2]","[0.4666666666666667, 0.16666666666666666, 0.36666666666666664]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.16']"
High Mobility,25,baseline,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 2, 0, 0, 0, 2, 2, 1, 2, 0, 0, 1, 1, 2, 0, 0, 0, 1]","[0.5666666666666667, 0.2, 0.23333333333333334]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = 4.91 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.22']"
High Mobility,26,baseline,"[1, 1, 1, 2, 0, 2, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 2, 0, 2, 1, 2, 0, 1, 1, 1, 2, 2, 0, 0, 1]","[0.3333333333333333, 0.4, 0.26666666666666666]","['Ping-Pong: 7 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,27,baseline,"[2, 1, 2, 0, 0, 2, 1, 0, 2, 0, 0, 1, 1, 2, 0, 0, 2, 0, 0, 1, 0, 1, 1, 1, 2, 2, 2, 0, 2, 1]","[0.36666666666666664, 0.3, 0.3333333333333333]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,28,baseline,"[1, 1, 0, 0, 0, 2, 1, 0, 2, 0, 0, 1, 1, 2, 2, 0, 2, 0, 2, 1, 2, 1, 1, 2, 2, 2, 2, 0, 0, 0]","[0.36666666666666664, 0.26666666666666666, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,29,baseline,"[1, 1, 0, 2, 0, 2, 1, 0, 2, 0, 0, 1, 0, 2, 0, 2, 2, 0, 2, 1, 0, 0, 1, 2, 1, 1, 2, 2, 0, 0]","[0.4, 0.26666666666666666, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'QoS Violation: Avg High Prio SINR = 2.39 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.04']"
High Mobility,30,baseline,"[1, 0, 0, 0, 0, 2, 1, 0, 2, 0, 0, 1, 1, 2, 0, 2, 0, 2, 2, 1, 2, 2, 1, 2, 1, 1, 0, 0, 0, 0]","[0.43333333333333335, 0.26666666666666666, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.22']"
High Mobility,31,baseline,"[1, 1, 1, 2, 0, 2, 1, 2, 2, 0, 0, 1, 1, 2, 0, 0, 0, 2, 1, 1, 0, 0, 2, 2, 2, 1, 1, 1, 0, 0]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.37']"
High Mobility,32,baseline,"[1, 1, 1, 0, 0, 2, 1, 0, 2, 0, 2, 1, 1, 2, 0, 0, 0, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 0, 0, 2]","[0.3, 0.3, 0.4]","['Ping-Pong: 6 UEs', 'Unfairness: Jain Index = 0.10']"
High Mobility,33,baseline,"[0, 1, 0, 0, 0, 2, 1, 0, 2, 1, 0, 1, 0, 2, 0, 0, 2, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2, 0, 0, 0]","[0.4, 0.23333333333333334, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.17']"
High Mobility,34,baseline,"[2, 2, 0, 2, 2, 2, 1, 0, 2, 0, 0, 1, 0, 2, 0, 0, 2, 0, 2, 1, 2, 1, 2, 2, 2, 0, 2, 0, 0, 0]","[0.4, 0.13333333333333333, 0.4666666666666667]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.16']"
High Mobility,35,baseline,"[2, 2, 0, 2, 0, 2, 1, 0, 0, 0, 2, 1, 1, 2, 0, 0, 0, 0, 2, 0, 2, 1, 2, 0, 2, 2, 2, 2, 0, 0]","[0.43333333333333335, 0.13333333333333333, 0.43333333333333335]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.08']"
High Mobility,36,baseline,"[2, 2, 0, 2, 0, 2, 0, 0, 2, 0, 2, 1, 1, 2, 0, 0, 2, 0, 2, 0, 0, 1, 2, 2, 1, 1, 2, 0, 2, 0]","[0.4, 0.16666666666666666, 0.43333333333333335]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.09']"
High Mobility,37,baseline,"[1, 2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 1, 1, 2, 0, 2, 2, 0, 0, 1, 2, 1, 1, 2, 2, 2, 2, 0, 0, 0]","[0.4, 0.2, 0.4]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.20']"
High Mobility,38,baseline,"[1, 1, 0, 2, 0, 2, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 2, 0, 0, 2, 2, 1, 0, 1, 2, 1, 1, 0, 0, 1]","[0.43333333333333335, 0.36666666666666664, 0.2]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.30']"
High Mobility,39,baseline,"[2, 1, 0, 0, 0, 2, 1, 0, 2, 1, 2, 1, 1, 1, 2, 0, 0, 2, 2, 1, 2, 1, 2, 2, 2, 1, 2, 0, 0, 0]","[0.3, 0.3, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.11']"
High Mobility,40,baseline,"[2, 2, 0, 0, 0, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 0, 2, 2, 2, 1, 2, 1, 1, 2, 1, 0, 1, 0, 0, 1]","[0.23333333333333334, 0.4, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.12']"
High Mobility,41,baseline,"[0, 2, 2, 2, 0, 1, 1, 0, 2, 0, 1, 1, 1, 1, 0, 1, 2, 2, 0, 0, 0, 1, 1, 2, 2, 1, 0, 0, 0, 1]","[0.36666666666666664, 0.36666666666666664, 0.26666666666666666]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.37']"
High Mobility,42,baseline,"[2, 2, 0, 0, 0, 1, 1, 0, 2, 0, 0, 1, 1, 1, 0, 0, 2, 2, 2, 1, 2, 1, 1, 0, 2, 1, 2, 0, 0, 0]","[0.4, 0.3, 0.3]","['Ping-Pong: 7 UEs', 'QoS Violation: Avg High Prio SINR = 4.05 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.06']"
High Mobility,43,baseline,"[2, 1, 0, 0, 0, 2, 1, 0, 2, 0, 1, 1, 1, 1, 0, 1, 0, 2, 0, 1, 2, 1, 2, 0, 1, 1, 0, 0, 0, 2]","[0.4, 0.36666666666666664, 0.23333333333333334]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.15']"
High Mobility,44,baseline,"[2, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 2, 0, 0, 1, 2, 1, 2, 1, 1, 1, 1, 1, 0, 2]","[0.3, 0.5333333333333333, 0.16666666666666666]","['Ping-Pong: 3 UEs', 'QoS Violation: Avg High Prio SINR = 3.11 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.13']"
High Mobility,45,baseline,"[1, 2, 2, 0, 0, 0, 1, 0, 0, 0, 2, 1, 1, 0, 0, 1, 2, 0, 0, 1, 2, 1, 2, 1, 2, 2, 1, 0, 0, 2]","[0.4, 0.3, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.07']"
High Mobility,46,baseline,"[2, 2, 0, 0, 1, 1, 1, 0, 0, 0, 2, 1, 1, 1, 0, 1, 0, 2, 2, 1, 1, 1, 2, 2, 2, 2, 0, 0, 2, 0]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.98 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.09']"
High Mobility,47,baseline,"[1, 2, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 2, 0, 1, 1, 2, 2, 2, 1, 0, 0, 0, 0]","[0.4, 0.36666666666666664, 0.23333333333333334]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.18']"
High Mobility,48,baseline,"[1, 2, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 2, 2, 2, 2, 0, 1, 1, 2, 2, 1, 0, 0, 0, 0]","[0.43333333333333335, 0.3333333333333333, 0.23333333333333334]",['Unfairness: Jain Index = 0.05']
High Mobility,49,baseline,"[1, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 2, 1, 1, 0, 0, 2, 2, 2, 1, 0, 1, 1, 2, 2, 1, 0, 0, 0, 0]","[0.4666666666666667, 0.26666666666666666, 0.26666666666666666]",['Unfairness: Jain Index = 0.03']
High Mobility,50,baseline,"[1, 2, 2, 0, 0, 1, 0, 0, 2, 0, 0, 2, 2, 1, 0, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 0, 0, 1]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.03']"
High Mobility,51,baseline,"[1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 2, 1, 1, 1, 0, 0, 0]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.09']"
High Mobility,52,baseline,"[0, 2, 2, 0, 0, 1, 0, 0, 2, 0, 2, 1, 1, 1, 0, 1, 0, 0, 2, 1, 2, 0, 2, 2, 1, 1, 1, 2, 0, 0]","[0.4, 0.3, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.06']"
High Mobility,53,baseline,"[1, 2, 0, 0, 0, 1, 0, 0, 2, 0, 2, 1, 0, 1, 0, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2, 1, 0, 0, 0, 0]","[0.4, 0.3, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,54,baseline,"[1, 2, 2, 0, 0, 1, 1, 0, 2, 0, 2, 1, 0, 1, 0, 0, 2, 2, 0, 1, 2, 1, 1, 2, 1, 1, 1, 2, 0, 0]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.08']"
High Mobility,55,baseline,"[1, 2, 2, 0, 0, 1, 0, 0, 2, 0, 2, 1, 0, 1, 0, 0, 2, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 0, 0]","[0.3333333333333333, 0.3, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.18']"
High Mobility,56,baseline,"[2, 2, 2, 0, 0, 1, 1, 0, 0, 2, 2, 1, 0, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 0, 0, 2, 0]","[0.26666666666666666, 0.3333333333333333, 0.4]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,57,baseline,"[1, 2, 2, 1, 0, 1, 1, 0, 0, 1, 2, 2, 0, 1, 1, 1, 0, 0, 2, 1, 0, 1, 0, 2, 1, 1, 0, 0, 2, 0]","[0.36666666666666664, 0.4, 0.23333333333333334]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.09']"
High Mobility,58,baseline,"[0, 2, 2, 0, 0, 1, 0, 0, 1, 1, 2, 1, 0, 1, 1, 1, 0, 0, 2, 1, 2, 1, 0, 0, 1, 1, 0, 0, 0, 0]","[0.4666666666666667, 0.36666666666666664, 0.16666666666666666]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.15']"
High Mobility,59,baseline,"[1, 0, 2, 2, 1, 1, 0, 0, 0, 1, 2, 1, 1, 0, 1, 1, 0, 2, 2, 1, 2, 1, 1, 0, 1, 1, 0, 2, 0, 0]","[0.3333333333333333, 0.43333333333333335, 0.23333333333333334]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,60,baseline,"[1, 2, 2, 0, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 2, 2, 0, 2, 1, 1, 2, 1, 2, 0, 2, 2, 0]","[0.43333333333333335, 0.16666666666666666, 0.4]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.11']"
High Mobility,61,baseline,"[0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 0, 2, 0, 0]","[0.4, 0.2, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.19']"
High Mobility,62,baseline,"[1, 2, 2, 2, 0, 1, 0, 0, 0, 0, 2, 2, 0, 0, 1, 1, 2, 2, 2, 0, 2, 1, 2, 2, 1, 0, 0, 2, 0, 0]","[0.4, 0.2, 0.4]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.04']"
High Mobility,63,baseline,"[1, 2, 2, 0, 0, 1, 0, 0, 2, 0, 2, 2, 1, 0, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 1, 0, 0, 2, 2, 0]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.12']"
High Mobility,64,baseline,"[1, 2, 2, 0, 2, 1, 0, 0, 2, 1, 1, 2, 1, 0, 1, 1, 0, 2, 2, 1, 2, 1, 2, 1, 1, 2, 0, 2, 2, 0]","[0.23333333333333334, 0.36666666666666664, 0.4]",['Unfairness: Jain Index = 0.11']
High Mobility,65,baseline,"[1, 2, 2, 0, 1, 1, 0, 0, 2, 0, 1, 2, 0, 0, 1, 1, 0, 2, 2, 2, 2, 1, 2, 2, 2, 1, 0, 2, 2, 0]","[0.3, 0.26666666666666666, 0.43333333333333335]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.14']"
High Mobility,66,baseline,"[1, 2, 2, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 2, 2, 2, 2, 1, 2, 2, 1, 1, 0, 2, 2, 0]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.15']"
High Mobility,67,baseline,"[1, 2, 2, 1, 0, 0, 2, 1, 2, 0, 1, 1, 1, 0, 1, 1, 1, 2, 2, 1, 2, 1, 2, 2, 1, 1, 0, 2, 0, 0]","[0.23333333333333334, 0.43333333333333335, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.10']"
High Mobility,68,baseline,"[1, 2, 2, 0, 1, 0, 2, 0, 2, 0, 1, 1, 1, 0, 2, 1, 0, 2, 2, 0, 1, 1, 2, 2, 1, 1, 0, 2, 2, 0]","[0.3, 0.3333333333333333, 0.36666666666666664]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.06']"
High Mobility,69,baseline,"[1, 2, 1, 1, 1, 1, 0, 2, 0, 1, 1, 2, 0, 0, 1, 1, 0, 0, 2, 1, 2, 1, 2, 2, 1, 1, 0, 2, 2, 0]","[0.26666666666666666, 0.43333333333333335, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.26']"
High Mobility,70,baseline,"[1, 2, 2, 1, 1, 1, 0, 2, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 2, 1, 2, 1, 2, 0, 1, 2, 0, 2, 1, 0]","[0.26666666666666666, 0.4666666666666667, 0.26666666666666666]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.21']"
High Mobility,71,baseline,"[1, 2, 2, 1, 1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 1, 2, 0, 2, 2, 2, 2, 1, 2, 0, 1, 1, 0, 2, 2, 2]","[0.3, 0.3, 0.4]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,72,baseline,"[1, 2, 2, 0, 1, 1, 1, 2, 0, 1, 1, 0, 0, 0, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 1, 0, 1, 1, 2]","[0.2, 0.43333333333333335, 0.36666666666666664]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,73,baseline,"[1, 2, 1, 1, 1, 1, 0, 2, 0, 1, 1, 0, 0, 0, 2, 1, 0, 2, 2, 2, 2, 2, 2, 2, 1, 0, 0, 2, 2, 2]","[0.26666666666666666, 0.3, 0.43333333333333335]","['Ping-Pong: 5 UEs', 'Unfairness: Jain Index = 0.09']"
High Mobility,74,baseline,"[1, 2, 2, 1, 1, 0, 0, 2, 2, 1, 1, 2, 0, 1, 2, 1, 0, 2, 2, 1, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2]","[0.13333333333333333, 0.36666666666666664, 0.5]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.10']"
High Mobility,75,baseline,"[1, 0, 2, 1, 0, 1, 0, 1, 2, 1, 0, 2, 0, 2, 1, 1, 0, 2, 2, 1, 2, 1, 2, 2, 1, 2, 0, 2, 1, 2]","[0.23333333333333334, 0.36666666666666664, 0.4]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.17']"
High Mobility,76,baseline,"[1, 2, 1, 1, 1, 2, 1, 2, 2, 1, 0, 1, 0, 0, 1, 1, 0, 2, 2, 1, 2, 1, 2, 2, 0, 0, 0, 2, 0, 2]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.09']"
High Mobility,77,baseline,"[1, 1, 1, 1, 1, 1, 0, 2, 2, 0, 0, 1, 0, 1, 2, 1, 2, 2, 1, 2, 1, 0, 2, 0, 0, 0, 0, 2, 2, 2]","[0.3, 0.36666666666666664, 0.3333333333333333]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.19']"
High Mobility,78,baseline,"[1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 0, 1, 1, 1, 2, 2, 2, 2, 0, 0, 2, 2, 0, 0, 1, 2, 1, 2]","[0.16666666666666666, 0.4666666666666667, 0.36666666666666664]","['Ping-Pong: 4 UEs', 'QoS Violation: Avg High Prio SINR = 4.95 dB (Threshold: 5.0 dB)', 'Unfairness: Jain Index = 0.03']"
High Mobility,79,baseline,"[0, 1, 2, 1, 1, 2, 0, 2, 1, 1, 1, 1, 0, 1, 1, 1, 2, 2, 0, 2, 0, 1, 2, 2, 0, 0, 2, 2, 0, 2]","[0.26666666666666666, 0.36666666666666664, 0.36666666666666664]","['Ping-Pong: 1 UEs', 'Unfairness: Jain Index = 0.05']"
High Mobility,80,baseline,"[0, 1, 2, 1, 1, 1, 0, 2, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 2, 2, 1, 1, 0, 0, 0, 0, 2, 2, 2, 2]","[0.23333333333333334, 0.4666666666666667, 0.3]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.42']"
High Mobility,81,baseline,"[0, 2, 2, 1, 1, 1, 0, 2, 1, 0, 1, 1, 0, 0, 1, 1, 2, 2, 1, 2, 1, 1, 2, 0, 0, 0, 1, 1, 0, 2]","[0.3, 0.43333333333333335, 0.26666666666666666]","['Ping-Pong: 3 UEs', 'Unfairness: Jain Index = 0.11']"
High Mobility,82,baseline,"[2, 1, 2, 1, 1, 2, 1, 2, 1, 0, 1, 1, 0, 0, 1, 1, 2, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 2, 2, 2]","[0.3333333333333333, 0.36666666666666664, 0.3]","['Ping-Pong: 4 UEs', 'Unfairness: Jain Index = 0.18']"
High Mobility,83,baseline,"[2, 1, 0, 1, 1, 1, 0, 2, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 2, 2, 2]","[0.4, 0.4, 0.2]","['Ping-Pong: 2 UEs', 'Unfairness: Jain Index = 0.34']"
